id,focus,signal,slack,drag,confidence,score,lane
l001,grammar width,35,33,6,25,180,ship
l002,label quality,35,34,6,55,211,ship
l003,error locality,35,35,6,85,242,ship
l004,token drift,35,36,18,25,147,watch
l005,grammar width,35,37,18,55,178,ship
l006,label quality,35,38,18,85,209,ship
l007,error locality,35,39,34,25,102,watch
l008,token drift,35,40,34,55,133,watch
l009,grammar width,35,41,34,85,164,ship
l010,label quality,60,42,6,25,289,ship
l011,error locality,60,43,6,55,320,ship
l012,token drift,60,44,6,85,351,ship
l013,grammar width,60,45,18,25,256,ship
l014,label quality,60,46,18,55,287,ship
l015,error locality,60,47,18,85,318,ship
l016,token drift,60,48,34,25,211,ship
l017,grammar width,60,32,34,55,225,ship
l018,label quality,60,33,34,85,256,ship
l019,error locality,85,34,6,25,381,ship
l020,token drift,85,35,6,55,412,ship
l021,grammar width,85,36,6,85,443,ship
l022,label quality,85,37,18,25,348,ship
l023,error locality,85,38,18,55,379,ship
l024,token drift,85,39,18,85,410,ship
l025,grammar width,85,40,34,25,303,ship
l026,label quality,85,41,34,55,334,ship
l027,error locality,85,42,34,85,365,ship
